condition_id,user_id,phase,interaction,rank,product_id,product_name,nutri_score
1,5c5346b553fba80001bc9662,before,3,2,248,Zesty Cod with caramelized onions & butter rice,C
1,5c5346b553fba80001bc9662,before,3,3,355,Sesame Fried fish bowl with kale,C
1,5c5346b553fba80001bc9662,before,3,4,554,Smoky Anchovies over buttery mashed potatoes,E
1,5c5346b553fba80001bc9662,before,3,5,511,Cheesy fried fish bowl with squash & spinach,E
1,5c6df5298c5fd30001b83926,after,1,1,459,Shrimp loaded fries plate,D
1,5c6df5298c5fd30001b83926,after,1,2,380,Grilled Shrimp tempura bowl with squash,D
1,5c6df5298c5fd30001b83926,after,1,3,136,"Calamari with barley, beetroot, peas & mushrooms",B
1,5c6df5298c5fd30001b83926,after,1,4,470,Shrimp with loaded fries & vegetables,D
1,5c6df5298c5fd30001b83926,after,1,5,238,"Shrimp tempura with pasta, celery, bell peppers & leeks",B
1,5c6df5298c5fd30001b83926,before,1,1,459,Shrimp loaded fries plate,D
1,5c6df5298c5fd30001b83926,before,1,2,380,Grilled Shrimp tempura bowl with squash,D
1,5c6df5298c5fd30001b83926,before,1,3,136,"Calamari with barley, beetroot, peas & mushrooms",B
1,5c6df5298c5fd30001b83926,before,1,4,470,Shrimp with loaded fries & vegetables,D
1,5c6df5298c5fd30001b83926,before,1,5,238,"Shrimp tempura with pasta, celery, bell peppers & leeks",B
1,5c6df5298c5fd30001b83926,before,2,1,212,Calamari bulgur plate with squash,B
1,5c6df5298c5fd30001b83926,before,2,2,209,Shrimp udon noodles plate with asparagus,B
1,5c6df5298c5fd30001b83926,before,2,3,161,"Shrimp tempura with couscous, celery, carrots & sweet corn",B
1,5c6df5298c5fd30001b83926,before,2,4,395,"Shrimp with fried rice, sweet corn & bell peppers",D
1,5c6df5298c5fd30001b83926,before,2,5,399,Grilled Shrimp tempura with eggplant & cheesy potatoes,D
1,5c6df5298c5fd30001b83926,before,3,1,177,Calamari over bulgur,B
1,5c6df5298c5fd30001b83926,before,3,2,467,Shrimp with loaded fries and fried eggplant,D
1,5c6df5298c5fd30001b83926,before,3,3,378,Crispy Shrimp over creamy pasta,D
1,5c6df5298c5fd30001b83926,before,3,4,439,Shrimp tempura & butter rice mix,D
1,5c6df5298c5fd30001b83926,before,3,5,388,Calamari in cream sauce over creamy pasta,D
1,5c83b0408c0d0100175902f7,after,1,1,589,Creamy smoked turkey bowl with cabbage,E
1,5c83b0408c0d0100175902f7,after,1,2,373,Duck with loaded fries and bell peppers,D
1,5c83b0408c0d0100175902f7,after,1,3,377,Smoked turkey bowl with cabbage,D
1,5c83b0408c0d0100175902f7,after,1,4,445,Fried chicken over butter rice,D
1,5c83b0408c0d0100175902f7,after,1,5,371,"Turkey with creamy pasta, peas, asparagus & tomatoes",D
1,5c83b0408c0d0100175902f7,before,1,1,589,Creamy smoked turkey bowl with cabbage,E
1,5c83b0408c0d0100175902f7,before,1,2,373,Duck with loaded fries and bell peppers,D
1,5c83b0408c0d0100175902f7,before,1,3,377,Smoked turkey bowl with cabbage,D
1,5c83b0408c0d0100175902f7,before,1,4,445,Fried chicken over butter rice,D
1,5c83b0408c0d0100175902f7,before,1,5,371,"Turkey with creamy pasta, peas, asparagus & tomatoes",D
1,5c83b0408c0d0100175902f7,before,2,1,585,"Chicken bowl with fried rice, tomatoes, asparagus & fried peppers",E
1,5c83b0408c0d0100175902f7,before,2,2,569,Smoked turkey in cheese sauce over garlic butter noodles,E
1,5c83b0408c0d0100175902f7,before,2,3,580,Buttery duck bowl with vegetables,E
1,5c83b0408c0d0100175902f7,before,2,4,540,Duck in spicy mayo over fried rice,E
1,5c83b0408c0d0100175902f7,before,2,5,480,Creamy Turkey with zucchini & butter rice,D
1,5c83b0408c0d0100175902f7,before,3,1,546,Tangy Fried chicken with spinach & cheesy potatoes,E
1,5c83b0408c0d0100175902f7,before,3,2,555,Turkey and buttered corn buttery mashed potatoes mix,E
1,5c83b0408c0d0100175902f7,before,3,3,393,Buttery Fried chicken with fried peppers & mac and cheese,D
1,5c83b0408c0d0100175902f7,before,3,4,390,Roasted Duck bowl with fried peppers,D
1,5c83b0408c0d0100175902f7,before,3,5,417,Mediterranean Turkey over cheesy potatoes,D
1,5c922ee24faf8b00014ca145,after,1,1,284,Cheese omelette bowl with kale,C
1,5c922ee24faf8b00014ca145,after,1,2,316,"Crispy black beans with udon noodles, onions, leeks & creamed spinachs",C
1,5c922ee24faf8b00014ca145,after,1,3,349,Black beans fried rice plate with leeks,C
1,5c922ee24faf8b00014ca145,after,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5c922ee24faf8b00014ca145,after,1,5,459,Shrimp loaded fries plate,D
1,5c922ee24faf8b00014ca145,before,1,1,284,Cheese omelette bowl with kale,C
1,5c922ee24faf8b00014ca145,before,1,2,316,"Crispy black beans with udon noodles, onions, leeks & creamed spinachs",C
1,5c922ee24faf8b00014ca145,before,1,3,349,Black beans fried rice plate with leeks,C
1,5c922ee24faf8b00014ca145,before,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5c922ee24faf8b00014ca145,before,1,5,459,Shrimp loaded fries plate,D
1,5c922ee24faf8b00014ca145,before,2,1,340,Tangy Shrimp tempura over butter rice,C
1,5c922ee24faf8b00014ca145,before,2,2,309,Calamari in tahini sauce over udon noodles,C
1,5c922ee24faf8b00014ca145,before,2,3,339,"Shrimp tempura with loaded fries, mushrooms, bell peppers & broccoli",C
1,5c922ee24faf8b00014ca145,before,2,4,336,Fried tofu over creamy pasta with spinach and eggplant,C
1,5c922ee24faf8b00014ca145,before,2,5,326,Cheese omelette in ginger soy glaze over mac and cheese,C
1,5c922ee24faf8b00014ca145,before,3,1,262,"Calamari with potatoes, carrots & broccoli",C
1,5c922ee24faf8b00014ca145,before,3,2,320,Shrimp tempura with couscous and bell peppers,C
1,5c922ee24faf8b00014ca145,before,3,3,325,Creamy Fried tofu over garlic butter noodles,C
1,5c922ee24faf8b00014ca145,before,3,4,305,"Tofu with creamy pasta, broccoli & cabbage",C
1,5c922ee24faf8b00014ca145,before,3,5,334,Tempeh in ranch sauce over polenta,C
1,5d49ed282b64de00011b9f65,after,1,1,247,Chicken in soy sauce over creamy pasta,C
1,5d49ed282b64de00011b9f65,after,1,2,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5d49ed282b64de00011b9f65,after,1,3,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5d49ed282b64de00011b9f65,after,1,4,345,Smoked turkey fried rice plate with peas,C
1,5d49ed282b64de00011b9f65,after,1,5,257,Turkey in pesto over mac and cheese,C
1,5d49ed282b64de00011b9f65,before,1,1,247,Chicken in soy sauce over creamy pasta,C
1,5d49ed282b64de00011b9f65,before,1,2,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5d49ed282b64de00011b9f65,before,1,3,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5d49ed282b64de00011b9f65,before,1,4,345,Smoked turkey fried rice plate with peas,C
1,5d49ed282b64de00011b9f65,before,1,5,257,Turkey in pesto over mac and cheese,C
1,5d49ed282b64de00011b9f65,before,2,1,279,Duck brown rice plate with mushrooms,C
1,5d49ed282b64de00011b9f65,before,2,2,311,Smoked turkey and asparagus loaded fries mix,C
1,5d49ed282b64de00011b9f65,before,2,3,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5d49ed282b64de00011b9f65,before,2,4,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
1,5d49ed282b64de00011b9f65,before,2,5,300,Sesame Smoked turkey over bulgur,C
1,5d49ed282b64de00011b9f65,before,3,1,303,Duck with potatoes and zucchini,C
1,5d49ed282b64de00011b9f65,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
1,5d49ed282b64de00011b9f65,before,3,3,393,Buttery Fried chicken with fried peppers & mac and cheese,D
1,5d49ed282b64de00011b9f65,before,3,4,406,Turkey in bbq sauce over buttery mashed potatoes,D
1,5d49ed282b64de00011b9f65,before,3,5,546,Tangy Fried chicken with spinach & cheesy potatoes,E
1,5d594f3e2e883a00165a0e66,after,1,1,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5d594f3e2e883a00165a0e66,after,1,2,247,Chicken in soy sauce over creamy pasta,C
1,5d594f3e2e883a00165a0e66,after,1,3,345,Smoked turkey fried rice plate with peas,C
1,5d594f3e2e883a00165a0e66,after,1,4,257,Turkey in pesto over mac and cheese,C
1,5d594f3e2e883a00165a0e66,after,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5d594f3e2e883a00165a0e66,before,1,1,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5d594f3e2e883a00165a0e66,before,1,2,247,Chicken in soy sauce over creamy pasta,C
1,5d594f3e2e883a00165a0e66,before,1,3,345,Smoked turkey fried rice plate with peas,C
1,5d594f3e2e883a00165a0e66,before,1,4,257,Turkey in pesto over mac and cheese,C
1,5d594f3e2e883a00165a0e66,before,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5d594f3e2e883a00165a0e66,before,2,1,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5d594f3e2e883a00165a0e66,before,2,2,279,Duck brown rice plate with mushrooms,C
1,5d594f3e2e883a00165a0e66,before,2,3,311,Smoked turkey and asparagus loaded fries mix,C
1,5d594f3e2e883a00165a0e66,before,2,4,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
1,5d594f3e2e883a00165a0e66,before,2,5,411,"Fried chicken with cheesy potatoes, sweet corn & creamed spinach",D
1,5d594f3e2e883a00165a0e66,before,3,1,303,Duck with potatoes and zucchini,C
1,5d594f3e2e883a00165a0e66,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
1,5d594f3e2e883a00165a0e66,before,3,3,390,Roasted Duck bowl with fried peppers,D
1,5d594f3e2e883a00165a0e66,before,3,4,417,Mediterranean Turkey over cheesy potatoes,D
1,5d594f3e2e883a00165a0e66,before,3,5,406,Turkey in bbq sauce over buttery mashed potatoes,D
1,5daa50967776b10016e1bc9b,after,1,1,564,Shrimp tempura and fried peppers butter rice mix,E
1,5daa50967776b10016e1bc9b,after,1,2,492,Tangy Mackerel bowl with asparagus,E
1,5daa50967776b10016e1bc9b,after,1,3,577,Trout and caramelized onions butter rice mix,E
1,5daa50967776b10016e1bc9b,after,1,4,597,Shrimp in ranch sauce over loaded fries,E
1,5daa50967776b10016e1bc9b,after,1,5,573,Crispy Trout bowl with squash,E
1,5daa50967776b10016e1bc9b,before,1,1,564,Shrimp tempura and fried peppers butter rice mix,E
1,5daa50967776b10016e1bc9b,before,1,2,492,Tangy Mackerel bowl with asparagus,E
1,5daa50967776b10016e1bc9b,before,1,3,577,Trout and caramelized onions butter rice mix,E
1,5daa50967776b10016e1bc9b,before,1,4,597,Shrimp in ranch sauce over loaded fries,E
1,5daa50967776b10016e1bc9b,before,1,5,573,Crispy Trout bowl with squash,E
1,5daa50967776b10016e1bc9b,before,2,1,582,Shrimp and asparagus cheesy potatoes mix,E
1,5daa50967776b10016e1bc9b,before,2,2,566,Hake in cheese sauce over mac and cheese,E
1,5daa50967776b10016e1bc9b,before,2,3,562,Herb Tuna bowl with bell peppers,E
1,5daa50967776b10016e1bc9b,before,2,4,531,Trout fillet over creamy cheesy potatoes & roasted veggies,E
1,5daa50967776b10016e1bc9b,before,2,5,518,Grilled Shrimp bowl with mushrooms,E
1,5daa50967776b10016e1bc9b,before,3,1,496,Shrimp tempura cheesy potatoes plate ,E
1,5daa50967776b10016e1bc9b,before,3,2,554,Smoky Anchovies over buttery mashed potatoes,E
1,5daa50967776b10016e1bc9b,before,3,3,526,Trout in cream sauce over cheesy potatoes,E
1,5daa50967776b10016e1bc9b,before,3,4,545,Buttery Calamari over fried rice,E
1,5daa50967776b10016e1bc9b,before,3,5,575,Fried fish with loaded fries and cauliflower,E
1,5e12202adc79bd8a6c74499b,after,1,1,382,Pork belly in bbq sauce over cheesy potatoes,D
1,5e12202adc79bd8a6c74499b,after,1,2,458,Cheesy beef bowl ,D
1,5e12202adc79bd8a6c74499b,after,1,3,593,Bbq ribs mac and cheese plate with fried eggplant,E
1,5e12202adc79bd8a6c74499b,after,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5e12202adc79bd8a6c74499b,after,1,5,485,Bbq ribs with cheesy potatoes ,E
1,5e12202adc79bd8a6c74499b,before,1,1,382,Pork belly in bbq sauce over cheesy potatoes,D
1,5e12202adc79bd8a6c74499b,before,1,2,458,Cheesy beef bowl ,D
1,5e12202adc79bd8a6c74499b,before,1,3,593,Bbq ribs mac and cheese plate with fried eggplant,E
1,5e12202adc79bd8a6c74499b,before,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5e12202adc79bd8a6c74499b,before,1,5,485,Bbq ribs with cheesy potatoes ,E
1,5e12202adc79bd8a6c74499b,before,2,1,450,"Veal with butter rice, spinach & fried eggplant",D
1,5e12202adc79bd8a6c74499b,before,2,2,464,Crispy Beef over butter rice,D
1,5e12202adc79bd8a6c74499b,before,2,3,461,Pork garlic butter noodles plate with zucchini,D
1,5e12202adc79bd8a6c74499b,before,2,4,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5e12202adc79bd8a6c74499b,before,2,5,403,"Creamy veal with buttery mashed potatoes, celery, beetroot & mushrooms",D
1,5e12202adc79bd8a6c74499b,before,3,1,387,Roasted Veal bowl with caramelized onions,D
1,5e12202adc79bd8a6c74499b,before,3,2,424,Smoky Pork belly over creamy pasta,D
1,5e12202adc79bd8a6c74499b,before,3,3,372,"Lamb with butter rice, leeks, sweet corn & eggplant",D
1,5e12202adc79bd8a6c74499b,before,3,4,446,Veal and spinach cheesy potatoes mix,D
1,5e12202adc79bd8a6c74499b,before,3,5,413,Veal with mac and cheese and tomatoes,D
1,5e9edad6e7784d016ed87b36,after,1,1,373,Duck with loaded fries and bell peppers,D
1,5e9edad6e7784d016ed87b36,after,1,2,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5e9edad6e7784d016ed87b36,after,1,3,354,Chicken and bell peppers sweet potatoes mix,C
1,5e9edad6e7784d016ed87b36,after,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5e9edad6e7784d016ed87b36,after,1,5,345,Smoked turkey fried rice plate with peas,C
1,5e9edad6e7784d016ed87b36,before,1,1,373,Duck with loaded fries and bell peppers,D
1,5e9edad6e7784d016ed87b36,before,1,2,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5e9edad6e7784d016ed87b36,before,1,3,354,Chicken and bell peppers sweet potatoes mix,C
1,5e9edad6e7784d016ed87b36,before,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5e9edad6e7784d016ed87b36,before,1,5,345,Smoked turkey fried rice plate with peas,C
1,5e9edad6e7784d016ed87b36,before,2,1,300,Sesame Smoked turkey over bulgur,C
1,5e9edad6e7784d016ed87b36,before,2,2,279,Duck brown rice plate with mushrooms,C
1,5e9edad6e7784d016ed87b36,before,2,3,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5e9edad6e7784d016ed87b36,before,2,4,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
1,5e9edad6e7784d016ed87b36,before,2,5,311,Smoked turkey and asparagus loaded fries mix,C
1,5e9edad6e7784d016ed87b36,before,3,1,303,Duck with potatoes and zucchini,C
1,5e9edad6e7784d016ed87b36,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
1,5e9edad6e7784d016ed87b36,before,3,3,393,Buttery Fried chicken with fried peppers & mac and cheese,D
1,5e9edad6e7784d016ed87b36,before,3,4,555,Turkey and buttered corn buttery mashed potatoes mix,E
1,5e9edad6e7784d016ed87b36,before,3,5,546,Tangy Fried chicken with spinach & cheesy potatoes,E
1,5ea4cebb8944a8495280db42,after,1,1,354,Chicken and bell peppers sweet potatoes mix,C
1,5ea4cebb8944a8495280db42,after,1,2,345,Smoked turkey fried rice plate with peas,C
1,5ea4cebb8944a8495280db42,after,1,3,257,Turkey in pesto over mac and cheese,C
1,5ea4cebb8944a8495280db42,after,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5ea4cebb8944a8495280db42,after,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5ea4cebb8944a8495280db42,before,1,1,354,Chicken and bell peppers sweet potatoes mix,C
1,5ea4cebb8944a8495280db42,before,1,2,345,Smoked turkey fried rice plate with peas,C
1,5ea4cebb8944a8495280db42,before,1,3,257,Turkey in pesto over mac and cheese,C
1,5ea4cebb8944a8495280db42,before,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5ea4cebb8944a8495280db42,before,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5ea4cebb8944a8495280db42,before,2,1,279,Duck brown rice plate with mushrooms,C
1,5ea4cebb8944a8495280db42,before,2,2,311,Smoked turkey and asparagus loaded fries mix,C
1,5ea4cebb8944a8495280db42,before,2,3,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5ea4cebb8944a8495280db42,before,2,4,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
1,5ea4cebb8944a8495280db42,before,2,5,300,Sesame Smoked turkey over bulgur,C
1,5ea4cebb8944a8495280db42,before,3,1,303,Duck with potatoes and zucchini,C
1,5ea4cebb8944a8495280db42,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
1,5ea4cebb8944a8495280db42,before,3,3,43,Mediterranean Chicken bowl with tomatoes,A
1,5ea4cebb8944a8495280db42,before,3,4,546,Tangy Fried chicken with spinach & cheesy potatoes,E
1,5ea4cebb8944a8495280db42,before,3,5,555,Turkey and buttered corn buttery mashed potatoes mix,E
1,5eeb2b8a36774c27657f227c,after,1,1,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5eeb2b8a36774c27657f227c,after,1,2,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5eeb2b8a36774c27657f227c,after,1,3,345,Smoked turkey fried rice plate with peas,C
1,5eeb2b8a36774c27657f227c,after,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5eeb2b8a36774c27657f227c,after,1,5,245,"Duck with butter rice, buttered corn, sweet corn & peas",C
1,5eeb2b8a36774c27657f227c,before,1,1,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5eeb2b8a36774c27657f227c,before,1,2,307,Creamy Fried chicken over buttery mashed potatoes,C
1,5eeb2b8a36774c27657f227c,before,1,3,345,Smoked turkey fried rice plate with peas,C
1,5eeb2b8a36774c27657f227c,before,1,4,247,Chicken in soy sauce over creamy pasta,C
1,5eeb2b8a36774c27657f227c,before,1,5,245,"Duck with butter rice, buttered corn, sweet corn & peas",C
1,5eeb2b8a36774c27657f227c,before,2,1,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
1,5eeb2b8a36774c27657f227c,before,2,2,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
1,5eeb2b8a36774c27657f227c,before,2,3,311,Smoked turkey and asparagus loaded fries mix,C
1,5eeb2b8a36774c27657f227c,before,2,4,279,Duck brown rice plate with mushrooms,C
1,5eeb2b8a36774c27657f227c,before,2,5,300,Sesame Smoked turkey over bulgur,C
1,5eeb2b8a36774c27657f227c,before,3,1,303,Duck with potatoes and zucchini,C
1,5eeb2b8a36774c27657f227c,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
1,5eeb2b8a36774c27657f227c,before,3,3,546,Tangy Fried chicken with spinach & cheesy potatoes,E
1,5eeb2b8a36774c27657f227c,before,3,4,555,Turkey and buttered corn buttery mashed potatoes mix,E
1,5eeb2b8a36774c27657f227c,before,3,5,393,Buttery Fried chicken with fried peppers & mac and cheese,D
1,5f1ad337b6464a21cea3a611,after,1,1,324,"Cheesy trout with quinoa, asparagus & broccoli",C
1,5f1ad337b6464a21cea3a611,after,1,2,323,Cod and onions creamy pasta mix,C
1,5f1ad337b6464a21cea3a611,after,1,3,333,Crispy Tuna with squash & sweet potatoes,C
1,5f1ad337b6464a21cea3a611,after,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5f1ad337b6464a21cea3a611,after,1,5,287,Seared tuna with butter rice and cabbage,C
1,5f1ad337b6464a21cea3a611,before,1,1,324,"Cheesy trout with quinoa, asparagus & broccoli",C
1,5f1ad337b6464a21cea3a611,before,1,2,323,Cod and onions creamy pasta mix,C
1,5f1ad337b6464a21cea3a611,before,1,3,333,Crispy Tuna with squash & sweet potatoes,C
1,5f1ad337b6464a21cea3a611,before,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
1,5f1ad337b6464a21cea3a611,before,1,5,287,Seared tuna with butter rice and cabbage,C
1,5f1ad337b6464a21cea3a611,before,2,1,319,"Hake with gnocchi, tomatoes, fried eggplant & cauliflower",C
1,5f1ad337b6464a21cea3a611,before,2,2,263,Trout in soy sauce over wild rice,C
1,5f1ad337b6464a21cea3a611,before,2,3,288,Mackerel and buttered corn creamy pasta mix,C
